"bill_id","sponsor_icpsr","cosponsors_icpsr","bill_date","year","chamber"
"hconres16-109","14239","29356 15014 15408 20141 15413 20107 15029 14837 15033 14863 29715","2005-01-06","2005","2"
"hconres160-109","29717","29940 29316 29339 21180 29721 29777 29328 20340 29720 20539 20147 20517 39301 29587 20302 29571 15023 29559 29756 29943 20529 39304 20305 29348 29337 29763 29923 20103 29585 29573 29120 29930 29733 29748 29778 15431 29504 20122 15613 29344 20358 29776 29586 14256 29915 20537 29149 29377 29903 15616 15049 15050 29741 14290 15619 15448 13035 29764 29346 14656 20321 39307 29134 29718 29368 20330 29106 20106 29383","2005-05-19","2005","2"
"hconres161-109","29717","NA","2005-05-19","2005","2"
"hconres162-109","15112","15000 20123 29132 20507 20338 29735 15014 20531 29925 20302 20511 20141 20526 29561 15023 29541 20115 20520 15431 20508 20530 20332 39316 29373 29707 29907 15072 29715","2005-05-19","2005","2"
"hconres163-109","20345","29313 14873 14239 14875 29734 20515 20134 14451","2005-05-23","2005","2"
"hconres164-109","29731","29728 29588 21180 29774 20322 20539 20108 29313 14824 20305 29380 29396 29769 29748 14435 29744 14256 15616 15616 29123 15454 14448 15112 15449","2005-05-23","2005","2"
"hconres165-109","29132","NA","2005-05-24","2005","2"
"hconres166-109","20129","NA","2005-05-24","2005","2"
"hconres167-109","20505","NA","2005-05-26","2005","2"
"hconres168-109","14239","15014 29919 29550 20326 29717 2605 20518 14824 20304 29348 20314 20103 20107 29338 14432 20119 20530 20332 29752 20528 15621 15634 29321 29911 29718 14863 20106 29516 20138","2005-05-26","2005","2"
"hconres169-109","20338","29546","2005-05-26","2005","2"
"hconres17-109","29586","NA","2005-01-06","2005","2"
"hconres170-109","15023","29350","2005-05-26","2005","2"
"hconres171-109","20129","NA","2005-05-26","2005","2"
"hconres172-109","20122","15245 29728 29132 29301 29940 20507 20509 15005 29339 29588 29777 29328 29389 20340 29774 29720 20322 20326 20539 20147 39301 29925 29587 20108 29109 29561 29362 20323 15023 29313 29559 29325 29756 14824 29943 15100 20305 29348 29380 29763 29396 20103 20107 29585 39305 15029 14430 29769 14432 29778 15033 15431 29504 20119 29379 14435 20317 29744 15613 29729 15614 29358 29776 29373 14256 29915 29149 29903 15616 14265 29123 15050 15454 15619 29127 13035 20536 20102 29742 14656 29911 20525 29134 15449 29707 29718 20109 29768 29703 14053 29368 29901 29730 29906 29924 20330 29378 20106 14280 29715","2005-05-26","2005","2"
"hconres173-109","15454","90327 29356 29339 15007 21180 29777 29328 29389 15014 29323 29720 20322 29327 20326 20539 10713 15453 29717 29714 20350 29109 2605 29313 29325 29510 29756 29773 29739 89767 39308 15100 29941 20305 20314 20133 15420 20519 29380 29923 29573 39305 29930 29546 20121 29769 29375 29338 20115 29748 29553 29778 20508 15612 29349 14435 29744 20122 15613 29344 29373 29149 29549 29725 20126 29127 20135 29384 20334 15438 29390 20113 13035 20536 29928 15634 29346 29147 20321 29134 29759 29718 14451 20105 15064 15628 20342 20330 20504 15447 29715 20138 14869 29931 29355","2005-05-26","2005","2"
"hconres174-109","29549","29301 29940 29339 20351 20101 21180 20335 20313 29774 29919 29327 20517 20108 29710 29109 29571 15603 29312 29313 89767 15100 39304 20305 20314 20133 20519 20103 29750 20129 29120 15029 14430 20115 14837 29522 15612 29379 20317 20538 29744 14072 29377 15454 29127 29734 20135 15438 29390 29764 29742 20502 20525 20515 14860 15449 20109 29910 20105 14053 29747 29705 15630 20504 14280 29926 29715 29534 14869 29309","2005-06-08","2005","2"
"hconres175-109","13035","15000 29339 29328 29389 29720 20539 20517 10713 29925 29587 29731 15603 2605 29559 14824 20305 29337 29573 29120 29748 29778 15431 20332 15613 29344 15614 20358 29776 29373 20537 29149 29903 15050 15619 20329 29346 29911 39307 29134 29368 15072 29378 20106 29516 29355","2005-06-08","2005","2"
"hconres176-109","10713","15010 29379 15613 29358 29149 29134 29707 14053 20504","2005-06-09","2005","2"
"hconres177-109","20115","29132 15005 29339 29777 20340 29925 29563 14824 20332 39316 29149 29377 20117 15634 15112 20515 29921 15447 29715","2005-06-14","2005","2"
"hconres178-109","29513","15245 29940 29356 15006 20101 29777 29323 29327 15092 20139 29717 20127 20319 89767 14828 20107 29573 29120 15029 29375 29338 20520 14837 29341 20119 14435 15613 39316 15614 20341 20110 20537 29549 15050 29734 15438 20505 13035 29501 14860 29718 29360 15446 20330 20504 29509 20506 29715 29525 14869","2005-06-14","2005","2"
"hconres179-109","29389","15245 15006 20338 29775 20335 20322 20324 15453 15410 2605 29313 14824 15604 89767 15100 20305 29380 20103 29120 15028 29365 20508 20317 20538 15613 29729 15614 29915 14072 14875 14675 29752 20135 29742 29911 20104 20525 14860 15449 20109 14863 29921 29730 20330 14280 29715 14869","2005-06-16","2005","2"
"hconres18-109","15634","15000 29922 15005 15014 20326 29925 20141 20316 15603 15023 39304 20305 29337 15420 20121 29375 20115 14837 29379 20332 15614 29373 29513 15454 20117 29752 20528 15112 20104 20525 14657 29718 14863 29519 29907 29715","2005-01-06","2005","2"
"hconres180-109","14873","29132 15007 15100 29368 15447","2005-06-16","2005","2"
"hconres181-109","29912","90327 29301 20347 20509 15007 29713 20335 29760 15014 29919 29925 20511 29561 29362 29563 20315 14824 20336 20345 29122 15604 20319 89767 15100 29941 29348 20133 20352 29763 29396 29750 14239 39300 20129 29573 15028 29546 15104 29544 20115 29365 14432 14644 15431 29379 29349 20317 20332 20513 29905 29915 29384 20334 29390 20113 29126 20125 20321 15449 29718 29910 29921 20130 29932 29567 20504","2005-06-17","2005","2"
"hconres182-109","20120","NA","2005-06-20","2005","2"
"hconres183-109","20120","NA","2005-06-20","2005","2"
"hconres184-109","14451","15245 15000 29132 15005 20338 21180 29777 20516 20517 29925 20108 14413 29745 29756 29318 20129 29733 20136 15612 29379 20358 29373 20341 15438 13035 29764 20343 20525 29705 15072 29906","2005-06-22","2005","2"
"hconres185-109","39308","29532 29755 29127 29932","2005-06-22","2005","2"
"hconres186-109","89767","29546 14290 29147 29135","2005-06-22","2005","2"
"hconres187-109","15634","15000 20347 29922 15005 29588 29389 15014 29925 20141 15603 15023 2605 20314 29748 14837 20530 20332 15614 29776 15619 20117 15112 29911 20104 29718 29768 20106 29715","2005-06-22","2005","2"
"hconres188-109","20110","20123 29356 15006 20338 20101 21180 29328 20137 20313 15014 29350 20111 20350 20316 29510 29773 29941 20314 29929 29502 15420 20129 29546 29733 29375 20530 20346 14265 15049 29505 14448 15112 20515 29759 14860 29718 20109 29703 20131 15637 29524 20342 29567 20504 20106 20138 14066","2005-06-23","2005","2"
"hconres189-109","29588","29938 15410 14413 29580 29750 29937 20145 15613 20535 20536 29768 29932 29931","2005-06-23","2005","2"
"hconres19-109","29907","15000 29323 20144 29773 20336 20317 20332 20117 20120 15634 29718 15630 29715 14869","2005-01-20","2005","2"
"hconres190-109","14863","15014 15408 20141 99342 15603 20524 20521 20124 20305 29923 39300 20107 20512 20332 29746 15619 20337 20117 29752 15634 29911 20321 29707 29718 29519 29907 15072 20504 14280 29715 20138 14869","2005-06-23","2005","2"
"hconres191-109","14239","21180 29389 15014 29550 20326 2605 2605 14824 15413 29941 20314 20129 29338 14837 14432 20503 29349 20530 20332 15613 29373 20117 29752 20528 14045 15621 15634 29321 29147 20104 29718 14863 29715 20138","2005-06-24","2005","2"
"hconres192-109","29379","29132 29940 15005 29588 21180 10713 20323 29313 20305 20103 39305 29748 20122 15613 15614 29911 15449","2005-06-24","2005","2"
"hconres193-109","29778","NA","2005-06-27","2005","2"
"hconres194-109","20513","90327 29339 20530 20332 20102","2005-06-28","2005","2"
"hconres195-109","20104","15245 15000 29132 29942 29940 20507 15005 29702 20338 20523 29389 29919 20306 20516 20147 10713 20501 29925 20350 20108 15410 29731 29561 15603 29312 15023 29313 29325 29943 20305 20349 29380 20103 20129 29585 29573 29564 14430 29769 29778 15033 15431 20508 29504 20119 29379 14435 20317 20140 20538 29744 29729 29344 15614 29358 20358 20513 29373 29586 29915 29377 29903 15616 15616 29123 15619 20102 29742 29317 20343 29709 29911 20525 20321 20105 14053 29747 29927 20310 29368 29901 29730 20330 29378 29106 20106 29926 29309","2005-06-29","2005","2"
"hconres196-109","29331","15453 15410 14647 14066","2005-06-30","2005","2"
"hconres197-109","29778","15245 29940 29588 29389 29919 15408 29720 20147 10713 29925 29587 29717 15410 29731 29109 29571 15023 29559 14824 20529 20305 29348 29318 29380 29923 20103 29750 29585 29573 29120 39305 29930 29733 29748 20145 14432 15431 29504 15612 20119 29379 14435 20538 15613 29729 29344 15614 29358 29776 20328 20341 14256 29915 20537 29149 29377 15616 15616 29123 15050 15454 14290 15619 15438 13035 29742 29346 29147 29911 29134 29707 20109 14451 29768 20105 14053 29368 29730 15072 29906 20330 29106 20106 29383 14280 29309","2005-06-30","2005","2"
"hconres198-109","15094","NA","2005-06-30","2005","2"
"hconres199-109","29337","NA","2005-06-30","2005","2"
"hconres2-109","15094","NA","2005-01-04","2005","2"
"hconres20-109","20312","NA","2005-01-25","2005","2"
"hconres200-109","29504","NA","2005-06-30","2005","2"
"hconres201-109","15049","29573 39305 29546 29703 29519 15447 20138","2005-06-30","2005","2"
"hconres202-109","29741","15006 14837 29379 15614 29331 29127 14451 20106","2005-06-30","2005","2"
"hconres203-109","13035","15028","2005-06-30","2005","2"
"hconres204-109","29132","NA","2005-07-11","2005","2"
"hconres205-109","20521","29906","2005-07-11","2005","2"
"hconres206-109","29134","15245 29942 29940 29316 29702 29339 20338 29919 29720 20147 20501 29925 29587 29731 29109 29561 29736 15023 29313 29325 20100 14824 29943 39304 20305 29348 29396 14873 20129 29573 39305 29930 15104 15029 14430 29517 29908 29778 15431 15612 20538 15613 29729 29344 15614 29358 29776 15083 29149 14072 29903 14290 15619 15438 14448 13035 29317 20329 29346 14656 29709 29147 39307 29703 20105 29747 29368 20330 29378 29926","2005-07-12","2005","2"
"hconres207-109","29309","29339 29777 20340 29312 15023 29325 20305 29573 29930 29733 14837 20119 29744 15613 15616 15448 29127 14451 29703 20105 15637","2005-07-12","2005","2"
"hconres208-109","10713","29940 29922 29720 20517 15019 29925 29717 29571 29313 20524 39304 20305 14828 20349 29923 20103 29585 39305 29930 15029 29778 29379 20538 20122 15613 29358 20341 20537 29149 29377 15454 15448 29742 29147 29911 20104 20321 14657 29718 29768 20105 29368 20330 20106","2005-07-13","2005","2"
"hconres209-109","20529","29940 15005 29339 29721 29328 20313 15014 29774 29720 20539 20147 20517 10713 29100 29587 20511 20350 20534 20524 20127 29943 89767 39304 20305 20349 29396 29923 29937 20129 29573 29120 39305 29930 14430 29733 29748 20520 20145 29778 15431 29379 20538 29744 20530 20122 15613 29729 29746 29776 29586 20341 14256 29915 29149 29377 15616 15050 15619 20528 13035 20536 29317 29147 29911 39307 29707 29703 20105 20310 29368 29906 20330 29309","2005-07-14","2005","2"
"hconres21-109","20312","NA","2005-01-25","2005","2"
"hconres210-109","14860","15245 29728 29132 29940 20312 15005 29339 20351 29588 29735 20300 15010 20514 20335 29760 20137 29389 20313 20355 15014 29323 29124 20144 20146 29774 15408 20356 20322 29327 20326 20324 39301 15019 29587 29107 29714 20108 29576 15410 29109 29336 14413 29571 29104 20534 15455 29563 20524 29510 29756 20345 20527 20529 39304 20305 29348 29532 29318 20314 20133 29502 15420 20349 20519 29380 29763 29361 29396 29923 20103 29737 20129 29573 29120 20512 15028 29143 29930 29546 14430 29769 29375 29517 20136 29522 14432 29778 15431 29352 29341 20508 15612 29379 20317 20140 20538 29744 20530 15451 15613 29729 39316 29746 20535 15614 29358 29373 29586 29905 14256 20110 29915 29549 20353 29513 20307 29118 15049 15050 15454 15619 20337 29127 29734 29311 20334 20505 29390 20113 29505 29126 13035 29764 29928 15634 29742 20329 29346 29939 15112 29911 20104 20321 29707 20134 20109 29910 29768 20105 29747 20310 29705 14669 20130 20330 20504 14280 15447 29516 29715 29525 29534 29779 14869 29309 29355 13047","2005-07-18","2005","2"
"hconres211-109","29778","NA","2005-07-20","2005","2"
"hconres212-109","14066","NA","2005-07-21","2005","2"
"hconres213-109","2605","15000 29728 29942 29940 29922 15005 29339 21180 15010 29389 29774 15408 20516 20539 20517 15453 29717 29714 20350 29710 14413 29571 20323 15603 29745 29313 29325 14824 29943 15100 20529 39304 20305 29348 29318 29396 29120 29930 15029 29564 14430 29733 29748 14837 29908 29778 15033 15431 29504 20119 29379 20317 20538 15613 29729 15614 29358 20358 29373 20328 14256 29915 20537 29149 29377 15616 14265 12036 15049 15454 29741 15619 15448 29384 15438 13035 29764 20102 29317 29346 20343 29911 20104 20525 39307 29707 14451 20105 15064 14053 29747 29360 20310 15628 29901 15072 29906 20330 20504 20106 14280","2005-07-21","2005","2"
"hconres214-109","89767","20527 29546","2005-07-21","2005","2"
"hconres215-109","14280","15000 29728 29942 29940 29922 15005 29339 21180 15010 29389 29774 15408 20516 20539 20517 15453 29717 29714 20350 29710 14413 2605 29571 20323 15603 29745 29313 29325 14824 29943 15100 20529 39304 20305 29348 29318 29396 29120 29930 15029 29564 14430 29733 29748 14837 29908 29778 15033 15431 29504 20119 29379 14435 20317 20538 15613 29729 15614 29358 20358 29373 20328 14256 29915 20537 29149 29377 15616 14265 12036 15049 15454 29741 15619 15448 29384 15438 13035 29764 20102 29317 29346 20343 29911 20104 20525 39307 29707 14451 20105 15064 14053 29747 29360 20310 29901 15072 29906 20330 20504 20106","2005-07-21","2005","2"
"hconres216-109","15431","29550 10713 29925 29943 20529 29377 14657 29134 20106","2005-07-22","2005","2"
"hconres217-109","29519","20315 20100 29921","2005-07-22","2005","2"
"hconres218-109","20322","15245 29942 29316 29922 15005 29775 21180 15014 20306 20516 20501 29925 20108 14413 29312 2605 29313 29325 20529 20305 29318 20103 14835 14239 29937 20107 14837 20145 29778 29504 14647 20538 20530 15613 29373 29586 14256 29149 29903 15454 15619 15621 29742 29317 29709 29911 20104 20321 39307 29134 29707 29768 20105 14053 20310 29705 29924 20106 14066","2005-07-26","2005","2"
"hconres219-109","29132","14824 20529 20109 29907","2005-07-27","2005","2"
"hconres22-109","29736","NA","2005-01-25","2005","2"
"hconres220-109","29104","29773 15449","2005-07-27","2005","2"
"hconres221-109","89767","29301 20139 20336 29546 20325 29905 15621 29907","2005-07-27","2005","2"
"hconres222-109","29522","20123 29132 20312 29508 39302 20335 29323 29550 20531 10713 20141 29561 20534 29745 20524 14824 20319 20124 20305 15420 20349 29923 14835 39300 14430 20325 14432 29352 20119 29349 20317 29744 20332 29729 29315 15614 29358 29915 29552 29118 14265 15049 14290 20135 29311 20334 29742 29911 20109 29910 29703 29921 15447 29355","2005-07-27","2005","2"
"hconres223-109","15612","NA","2005-07-27","2005","2"
"hconres224-109","20127","20137 29336 20316 20503 20332 15634 29519","2005-07-28","2005","2"
"hconres225-109","15094","NA","2005-07-28","2005","2"
"hconres226-109","14066","NA","2005-07-28","2005","2"
"hconres227-109","29925","NA","2005-07-28","2005","2"
"hconres228-109","20314","29728 29940 15005 20351 21180 29721 20335 29777 29389 20313 15014 20146 29774 29720 29327 20517 10713 15019 29717 29714 20141 20108 29576 2605 29571 20534 20323 29313 20524 20305 14828 29318 20133 20349 20519 29763 29923 29937 20107 29573 29120 39305 29930 15029 29564 14430 29733 14837 15033 15612 29379 14435 20538 29744 20530 20122 39316 29746 15614 29586 29905 29915 29149 29549 29377 15616 29513 15049 15050 29741 15619 29127 29764 15634 29742 29346 20321 29707 20109 29768 20105 14053 29705 29921 20330 20504 29383 14280 14869 29309 29355","2005-07-28","2005","2"
"hconres229-109","29337","NA","2005-07-28","2005","2"
"hconres23-109","39304","29746 20343","2005-01-25","2005","2"
"hconres230-109","20107","29301 29940 20347 29538 20509 20312 29316 15005 29339 20351 29775 15014 29323 29766 29919 20356 15092 20531 10713 15019 29925 29107 20302 29714 29576 29104 15603 29563 20315 20127 29510 20143 15413 20336 20345 20527 29943 39308 29941 14828 20314 20133 15420 29737 14835 14239 39300 29937 29755 20112 20325 14837 14644 29352 29341 29504 20503 29379 29349 14435 29744 20530 20332 15451 39316 29315 20358 29776 29905 20110 29149 15616 29123 20114 20117 29127 20528 29311 29390 20113 29505 13035 29928 20120 15634 29317 29321 20104 20321 29759 29718 29910 29768 14863 15445 15627 20310 29907 29705 29921 15072 15446 15630 20106 14280 20506 29715 29525 20138","2005-07-28","2005","2"
"hconres231-109","29734","15245 29728 29938 29940 21180 20523 20335 29389 20355 29919 20306 20322 20539 10713 29584 20533 29587 15410 29710 29571 20323 29312 15023 29325 20319 89767 20529 20305 14828 20314 20133 20349 20519 20103 29937 29120 39305 29544 29748 29517 20145 29504 15612 20119 20317 20140 15613 39316 15614 29373 20328 29915 29722 14072 29549 15616 29513 29123 15050 15619 20135 15438 20113 13035 20102 29147 29911 29134 29759 15449 20109 29768 29703 20105 15064 29927 20310 29921 15072 29906 15630 29567 14280 29525 29534 29931 29355 14066","2005-07-28","2005","2"
"hconres232-109","20331","NA","2005-07-29","2005","2"
"hconres233-109","29778","NA","2005-09-06","2005","2"
"hconres234-109","29778","29940 29339 29328 29389 20340 15408 29720 20539 20147 20517 39301 10713 29925 29587 20302 29717 15023 29559 14824 20529 20305 29337 29380 20103 29585 29573 29120 39305 29930 15029 29733 29748 15431 14435 20122 29729 29344 20358 29776 29586 20537 29377 15616 29123 15050 29101 15619 13035 29346 29147 29911 20321 39307 29134 29707 20105 29368 15072 29106 20106 29383 29309 29355","2005-09-07","2005","2"
"hconres235-109","15023","29728 15401 29922 20101 29328 29720 15092 20108 15410 20345 20349 29396 20103 15029 29379 20328 20110 29127 29752 20135 15445 29703 29355","2005-09-07","2005","2"
"hconres236-109","29768","NA","2005-09-07","2005","2"
